City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
390,kieta,PG,1528905520,-6.22,155.63,76.81,100,32,2.73
391,maldonado,UY,1528902000,-34.91,-54.96,51.8,76,75,19.46
392,smithers,CA,1528902000,54.78,-127.17,48.2,81,75,2.62
393,mareeba,AU,1528902000,-16.99,145.42,60.8,93,0,3.4
394,kaputa,ZM,1528905521,-8.47,29.66,78.88,29,0,3.62
395,lira,UG,1528905521,2.25,32.9,82.39,45,68,8.21
396,constitucion,MX,1528901040,23.99,-104.67,66.2,68,75,3.36
397,ternate,PH,1528902000,14.29,120.72,77,100,90,10.29
398,haines junction,CA,1528905526,60.75,-137.51,42.79,52,68,2.62
399,zagora,HR,1528903800,46.19,15.87,71.6,73,75,2.24
400,zhongxing,CN,1528905527,32.02,116.14,74.29,69,8,7.99
401,snezhnogorsk,RU,1528903800,69.19,33.23,42.8,70,75,2.24
402,sola,FI,1528903200,62.78,29.36,50,76,75,10.29
403,sioux lookout,CA,1528902000,50.1,-91.92,66.2,59,20,4.7
404,sur,OM,1528905530,22.57,59.53,89.32,82,0,4.85
405,utete,TZ,1528905531,-7.99,38.76,81.76,51,12,6.08
406,saint-joseph,FR,1528903800,43.56,6.97,71.6,60,75,4.7
407,sadao,TH,1528902000,6.63,100.42,82.4,83,75,2.24
408,petropavlovsk-kamchatskiy,RU,1528902000,53.05,158.65,41,86,90,2.24
409,vestmanna,FO,1528903200,62.16,-7.17,48.2,93,92,19.46
410,chifeng,CN,1528905536,42.27,118.96,52.42,90,8,0.72
411,grants pass,US,1528901760,42.44,-123.33,59,50,90,2.62
412,lampazos de naranjo,MX,1528905536,27.02,-100.51,82.93,57,0,6.76
413,salym,RU,1528905536,60.06,71.48,60.61,51,48,5.08
414,verkh-chebula,RU,1528905536,56.03,87.61,67.36,75,0,2.73
415,tsiroanomandidy,MG,1528905537,-18.77,46.05,71.86,36,64,4.97
416,lagoa,PT,1528903800,37.14,-8.45,71.6,56,20,10.29
417,les cayes,HT,1528905538,18.19,-73.75,82.93,92,88,22.41
418,mackay,CA,1528902000,53.65,-115.58,50,81,75,3.36
419,treuchtlingen,DE,1528903200,48.96,10.91,60.8,67,75,8.05
420,witney,GB,1528903200,51.78,-1.49,69.8,56,40,16.11
421,tabou,CI,1528905538,4.42,-7.36,80.86,100,0,9.78
422,koson,UZ,1528902000,39.04,65.59,89.6,19,0,9.17
423,burewala,PK,1528905539,30.16,72.68,95.62,34,0,7.2
424,aksum,ET,1528905539,14.12,38.72,61.15,94,80,3.4
425,iquitos,PE,1528902000,-3.75,-73.25,84.2,74,20,4.7
426,bealanana,MG,1528905541,-14.54,48.75,69.07,53,20,6.98
427,linqiong,CN,1528902000,30.42,103.46,75.2,83,92,6.71
428,bonaventure,CA,1528902000,48.04,-65.49,66.2,32,75,8.05
429,ostrovnoy,RU,1528905546,68.05,39.51,36.58,82,92,18.28
430,narsaq,GL,1528905000,60.91,-46.05,55.4,43,40,9.17
431,richards bay,ZA,1528905547,-28.77,32.06,68.53,75,0,1.72
432,antofagasta,CL,1528902000,-23.65,-70.4,57.2,67,40,8.05
433,yeniseysk,RU,1528905547,58.45,92.17,63.49,71,8,2.84
434,taguatinga,BR,1528902000,-15.83,-48.06,78.8,36,20,5.82
435,port-gentil,GA,1528902000,-0.72,8.78,82.4,78,20,16.11
436,yulara,AU,1528902000,-25.24,130.99,41,56,0,4.7
437,adrar,DZ,1528902000,27.87,-0.29,109.4,12,0,11.41
438,samur,RU,1528905549,41.83,48.49,71.23,84,0,13.13
439,chicla,PE,1528905550,-11.71,-76.27,43.69,74,20,2.39
440,tombouctou,ML,1528905550,16.77,-3.01,110.65,18,24,4.74
441,pyaozerskiy,RU,1528905550,65.83,31.17,49,57,48,3.96
442,vagur,FO,1528905550,61.47,-6.81,49.63,97,92,27.89
443,yar-sale,RU,1528905551,66.83,70.83,36.22,89,76,14.81
444,ust-nera,RU,1528905551,64.57,143.24,46.93,65,48,1.72
445,solnechnyy,RU,1528905551,50.72,136.64,51.52,78,0,4.18
446,san patricio,PY,1528905551,-26.98,-56.83,51.79,74,0,4.63
447,angoram,PG,1528905555,-4.06,144.07,74.47,100,88,1.95
448,champerico,MX,1528900860,16.38,-93.6,71.6,94,90,2.62
449,san policarpo,PH,1528905556,12.18,125.51,78.43,100,80,7.76
450,port-cartier,CA,1528902000,50.03,-66.88,55.4,47,40,16.11
451,tateyama,JP,1528905556,36.66,137.31,49.45,100,12,1.95
452,mandalgovi,MN,1528905556,45.76,106.27,62.59,35,8,6.64
453,bartica,GY,1528902000,6.41,-58.62,82.4,78,75,9.17
454,bathsheba,BB,1528902000,13.22,-59.52,86,66,20,25.28
455,bueu,ES,1528903800,42.33,-8.79,71.6,53,0,16.11
456,chaltyr,RU,1528905557,47.28,39.48,87.43,21,0,3.74
457,prince rupert,CA,1528902000,54.32,-130.32,53.6,93,90,6.93
458,plouzane,FR,1528903800,48.38,-4.62,66.2,63,90,8.05
459,belaya gora,RU,1528905558,68.54,146.19,62.77,35,36,4.07
460,tongren,CN,1528905558,27.72,109.18,67.9,85,12,1.95
461,narsimhapur,IN,1528905558,17.14,74.26,76,78,88,9.22
462,sao joao da barra,BR,1528902000,-21.64,-41.05,87.8,43,0,5.82
463,mamakan,RU,1528905559,57.82,114.02,51.7,83,32,2.06
464,inirida,CO,1528905559,3.87,-67.92,80.32,84,80,2.95
465,payo,ID,1528905559,-3.75,103.64,77.98,84,56,4.74
466,san carlos de bariloche,AR,1528902000,-41.13,-71.31,26.6,86,75,10.29
467,piacabucu,BR,1528905560,-10.41,-36.43,84.37,57,44,15.48
468,auki,NG,1528905560,12.18,6.51,94.81,55,44,1.61
469,ambon,FR,1528903800,47.55,-2.56,69.8,64,90,8.05
470,bilibino,RU,1528905560,68.06,166.44,52.33,60,0,1.95
471,jiangyou,CN,1528905561,31.78,104.73,73.3,64,92,4.18
472,ambilobe,MG,1528905561,-13.19,49.05,80.95,44,8,13.8
473,shebunino,RU,1528905561,57.66,40.04,59.98,69,0,14.14
474,broome,GB,1528903200,52.47,1.45,71.6,52,20,11.41
475,biedenkopf,DE,1528903200,50.92,8.53,59,71,75,6.93
476,aquiraz,BR,1528905600,-3.9,-38.39,87.8,52,20,19.46
477,karangasem,ID,1528905563,-6.7,108.49,81.4,100,20,15.7
478,boca do acre,BR,1528905563,-8.76,-67.39,83.56,77,76,2.84
479,la antigua,CO,1528905564,6.72,-76.08,68.35,94,48,1.5
480,sibolga,ID,1528905564,1.74,98.78,74.56,94,76,1.95
481,glebychevo,RU,1528905564,60.44,28.72,60.79,46,68,4.63
482,campos altos,BR,1528905564,-19.7,-46.17,79.69,62,0,6.42
483,santiago del estero,AR,1528905565,-27.8,-64.26,52.33,49,0,6.2
484,banff,CA,1528905565,51.18,-115.57,48.01,36,24,2.17
485,santa helena,BR,1528905565,-2.23,-45.3,88.51,71,36,6.53
486,lewiston,US,1528901760,46.42,-117.02,64.4,55,1,4.7
487,bouna,CI,1528905567,9.27,-3,89.86,78,0,4.18
488,upington,ZA,1528902000,-28.46,21.24,69.8,19,0,5.82
489,acaponeta,MX,1528905567,22.49,-105.36,77.35,100,68,4.29
490,orito,CO,1528905567,0.67,-76.88,70.42,97,88,2.73
491,vao,EE,1528905567,59.1,26.19,62.95,45,0,5.41
492,nkhotakota,MW,1528905568,-12.93,34.3,70.69,74,0,6.08
493,boyuibe,BO,1528902000,-20.43,-63.28,55.4,47,90,5.82
494,necochea,AR,1528905573,-38.55,-58.74,50.26,81,80,14.03
495,paitan,CN,1528902000,23.49,113.78,77,78,0,11.18
496,claresholm,CA,1528902000,50.02,-113.58,60.8,31,1,23.04
497,sabha,LY,1528905575,27.03,14.43,112.45,10,24,9.66
498,northam,GB,1528903200,51.04,-4.21,66.2,77,40,12.75
499,sarakhs,TM,1528902000,36.54,61.16,82.4,37,80,6.93
500,moroni,US,1528905577,39.52,-111.59,70.69,19,0,3.06
501,nisia floresta,BR,1528905600,-6.09,-35.21,86,51,75,24.16
502,yantarnyy,RU,1528903800,54.87,19.94,64.4,72,20,6.71
503,banjar,ID,1528905582,-7.37,108.54,71.5,88,12,3.62
504,khandyga,RU,1528905583,62.65,135.58,54.85,47,48,6.2
505,heinola,FI,1528903200,61.2,26.03,62.6,33,0,3.36
506,sept-iles,CA,1528902000,50.2,-66.38,55.4,47,40,16.11
507,yenagoa,NG,1528905584,4.92,6.26,81.94,80,92,11.01
508,pontianak,ID,1528905585,-0.02,109.34,77.89,99,44,3.4
509,okha,RU,1528905585,53.59,142.95,40.09,90,80,10.78
510,bismarck,US,1528905300,46.81,-100.78,71.6,30,1,12.75
511,dunedin,NZ,1528905434,-45.87,170.5,43.33,100,92,2.95
512,dabakala,CI,1528905587,8.36,-4.43,88.78,74,24,4.52
513,pitelino,RU,1528905589,54.58,41.81,69.7,66,64,11.23
514,egvekinot,RU,1528905592,66.32,-179.17,37.3,71,0,2.51
515,melo,UY,1528905592,-32.37,-54.17,50.08,78,56,22.08
516,mbeya,TZ,1528905593,-8.91,33.47,71.05,40,0,3.85
517,kochi,IN,1528903800,9.96,76.25,77,94,90,2.24
518,notse,TG,1528905594,6.95,1.17,86.62,76,56,8.77
519,amuntai,ID,1528905596,-2.42,115.25,77.17,88,36,2.17
520,san juan,PH,1528902000,14.6,121.03,77,100,90,10.29
521,rocha,UY,1528905597,-34.48,-54.34,49.99,93,56,21.18
522,elizabeth city,US,1528904640,36.3,-76.22,78.8,83,90,12.75
523,narathiwat,TH,1528902000,6.43,101.8,82.4,83,75,4.7
524,acari,BR,1528905599,-6.44,-36.64,84.1,48,0,15.26
525,puerto carreno,CO,1528902000,6.19,-67.49,84.2,74,40,3.36
526,troitskiy,RU,1528903800,45.15,38.14,82.4,48,0,6.71
527,dhidhdhoo,MV,1528905605,6.88,73.1,82.39,100,88,12.24
528,santa fe,AR,1528905642,-31.62,-60.7,47.47,84,12,10.45
529,kuytun,RU,1528905610,54.34,101.51,64.3,73,20,2.62
530,evans,US,1528904100,40.38,-104.69,78.8,41,1,3.36
531,sokoni,CD,1528905646,-12.89,28.78,74.56,37,0,4.07
532,sovetskiy,RU,1528905619,56.76,48.47,61.33,85,76,14.03
533,pagudpud,PH,1528902000,18.56,120.79,77,100,90,13.87
534,southbridge,US,1528903440,42.08,-72.03,69.8,82,90,19.46
535,brazzaville,CD,1528902000,-4.27,15.27,86,55,8,5.82
536,tutoia,BR,1528902000,-2.76,-42.27,91.4,52,40,8.05
537,harlingen,US,1528902900,26.19,-97.7,89.6,62,75,10.29
538,calamar,CO,1528905629,1.96,-72.65,70.87,100,92,2.95
539,road town,VG,1528905600,18.42,-64.62,87.8,66,40,12.75
540,tabas,IR,1528905630,33.6,56.92,94.27,11,36,6.98
541,shieli,KZ,1528905630,44.18,66.74,67.27,41,88,14.81
542,scalea,IT,1528905631,39.82,15.79,70.06,100,36,5.3
543,san andres,PH,1528905632,13.32,122.68,83.47,100,68,22.64
544,muisne,EC,1528905633,0.61,-80.02,76.9,84,92,4.63
545,ati,TD,1528905633,13.21,18.34,104.53,25,20,4.97
546,san luis,AR,1528905472,-33.3,-66.34,42.43,53,0,2.62
