City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
77,guerrero negro,MX,1528905350,27.97,-114.04,63.85,88,44,3.74
78,bilma,NE,1528905351,18.69,12.92,110.47,12,0,4.63
79,carnarvon,ZA,1528905351,-30.97,22.13,60.43,30,0,14.25
80,ponta do sol,BR,1528905352,-20.63,-46,78.25,72,12,3.96
81,vila franca do campo,PT,1528903800,37.72,-25.43,71.6,88,75,12.75
82,puerto del rosario,ES,1528903800,28.5,-13.86,73.4,60,20,17.22
83,sitka,US,1528905353,37.17,-99.65,74.02,92,20,5.97
84,camacha,PT,1528903800,33.08,-16.33,68,72,75,16.11
85,saint-philippe,CA,1528902900,45.36,-73.48,78.8,54,1,11.41
86,port blair,IN,1528905357,11.67,92.75,84.37,97,92,25.1
87,albany,US,1528903860,42.65,-73.75,69.8,68,90,3.36
88,barrow,AR,1528905182,-38.31,-60.23,50.26,72,88,8.21
89,qorveh,IR,1528905357,35.17,47.8,76.72,22,92,3.18
90,san jeronimo,PE,1528902000,-13.65,-73.37,46.4,81,90,2.39
91,mataura,NZ,1528905299,-46.19,168.86,25.69,79,24,3.18
92,buala,SB,1528905359,-8.15,159.59,78.7,100,64,4.18
93,eyl,SO,1528905359,7.98,49.82,86.62,57,20,22.41
94,abu dhabi,AE,1528902000,24.47,54.37,98.6,29,0,16.11
95,tahe,CN,1528905359,52.34,124.71,51.43,98,92,2.17
96,chuy,UY,1528905099,-33.69,-53.46,52.87,93,80,28.9
97,dzerzhinskoye,RU,1528905360,56.84,95.22,65.11,69,8,3.85
98,vanavara,RU,1528905360,60.35,102.28,64.21,50,0,5.64
99,muros,ES,1528903800,42.77,-9.06,66.2,72,40,10.29
100,auchel,FR,1528903800,50.51,2.47,68,49,0,3.36
101,bubaque,GW,1528902000,11.28,-15.83,91.4,55,40,11.41
102,khatanga,RU,1528905361,71.98,102.47,60.97,65,8,4.63
103,los banos,US,1528904100,37.06,-120.85,75.2,67,1,4.74
104,labuhan,ID,1528905361,-2.54,115.51,72.94,95,12,1.83
105,saint-paul,FR,1528903800,45.22,1.9,68,56,75,14.99
106,petatlan,MX,1528901220,17.52,-101.27,84.2,74,90,1.83
107,baykit,RU,1528905366,61.68,96.39,63.94,68,36,4.29
108,dalby,AU,1528902000,-27.18,151.26,53.6,93,75,2.24
109,yellowknife,CA,1528902540,62.45,-114.38,46.4,93,90,8.05
110,hilo,US,1528901580,19.71,-155.08,66.2,88,75,5.82
111,turukhansk,RU,1528905297,65.8,87.96,66.37,76,36,6.42
112,dingle,PH,1528905368,11,122.67,79.96,82,68,8.21
113,dillon,US,1528901580,45.22,-112.64,57.2,44,1,5.82
114,labytnangi,RU,1528905370,66.66,66.39,47.11,75,64,17.49
115,gigmoto,PH,1528905370,13.78,124.39,83.56,98,36,17.6
116,nouakchott,MR,1528905371,18.08,-15.98,76.72,76,68,1.39
117,rumoi,JP,1528905371,43.93,141.67,44.41,100,92,8.1
118,dikson,RU,1528905373,73.51,80.55,31.09,100,32,13.13
119,chinsali,ZM,1528905377,-10.55,32.07,73.39,36,0,9.22
120,georgetown,GY,1528902000,6.8,-58.16,82.4,78,75,9.17
121,tooele,US,1528902900,40.53,-112.3,73.4,35,1,9.17
122,nikolskoye,RU,1528902000,59.7,30.79,60.8,41,40,4.47
123,bodo,CI,1528905379,5.91,-4.68,87.7,66,80,8.21
124,minador do negrao,BR,1528905379,-9.31,-36.86,76.81,80,32,13.24
125,sambava,MG,1528905379,-14.27,50.17,77.35,100,88,19.73
126,yerbogachen,RU,1528905380,61.28,108.01,64.93,44,0,7.43
127,kahului,US,1528901760,20.89,-156.47,66.2,93,1,3.36
128,clyde river,CA,1528902660,70.47,-68.59,35.6,100,75,21.92
129,ancud,CL,1528905381,-41.87,-73.83,39.1,90,20,2.73
130,beringovskiy,RU,1528905381,63.05,179.32,39.37,88,0,3.4
131,majene,ID,1528905382,-3.54,118.97,81.85,100,32,11.01
132,ahar,IR,1528905382,38.48,47.07,62.77,62,36,3.74
133,ilhabela,BR,1528905382,-23.78,-45.36,72.85,98,80,2.28
134,listvyagi,RU,1528905382,53.68,86.95,65.11,78,0,2.06
135,skjervoy,NO,1528903200,70.03,20.97,44.6,65,40,10.29
136,cape town,ZA,1528902000,-33.93,18.42,73.4,35,0,9.17
137,iqaluit,CA,1528902000,63.75,-68.52,35.6,96,90,20.8
138,fort-shevchenko,KZ,1528905387,44.51,50.26,74.2,59,0,3.62
139,severo-kurilsk,RU,1528905387,50.68,156.12,38.02,100,92,16.26
140,arraial do cabo,BR,1528905600,-22.97,-42.02,80.6,65,0,4.7
141,torbay,CA,1528903560,47.66,-52.73,50,93,90,19.46
142,ahipara,NZ,1528905388,-35.17,173.16,56.65,91,88,9.66
143,bandarbeyla,SO,1528905389,9.49,50.81,79.15,79,0,32.93
144,vuktyl,RU,1528905389,63.86,57.31,52.6,96,92,7.43
145,caravelas,BR,1528905390,-17.73,-39.27,77.62,98,0,10.45
146,waipawa,NZ,1528905390,-39.94,176.59,50.89,94,92,9.44
147,khomutovo,RU,1528905390,52.85,37.45,72.31,65,0,5.97
148,acajutla,SV,1528901400,13.59,-89.83,84.2,79,40,1.12
149,buritis,BR,1528905391,-15.62,-46.42,83.74,53,0,6.87
150,meulaboh,ID,1528905392,4.14,96.13,82.03,100,48,3.4
151,vaini,IN,1528905392,15.34,74.49,70.42,98,100,4.29
152,teya,MX,1528901400,21.05,-89.07,86,66,75,13.87
153,bambous virieux,MU,1528902000,-20.34,57.76,75.2,69,75,14.99
154,zaragoza,ES,1528903800,41.65,-0.88,77,49,20,28.86
155,thompson,CA,1528902600,55.74,-97.86,57.2,76,75,3.36
156,kodiak,US,1528901580,39.95,-94.76,75.2,50,1,13.87
157,nsanje,MZ,1528905397,-16.92,35.26,70.33,84,92,4.18
158,the pas,CA,1528902000,53.82,-101.24,60.8,63,1,10.29
159,masalli,KR,1528902000,34.8,126.66,68,77,12,9.17
160,talnakh,RU,1528905398,69.49,88.39,42.79,100,20,3.18
161,ilulissat,GL,1528901400,69.22,-51.1,32,97,90,4.7
162,vallenar,CL,1528905399,-28.58,-70.76,54.4,56,0,1.28
163,cap-aux-meules,CA,1528902000,47.38,-61.86,51.8,62,40,20.8
164,san quintin,PH,1528902000,17.54,120.52,77,100,90,13.87
165,victoria,BN,1528902000,5.28,115.24,80.6,94,75,1.12
166,okhotsk,RU,1528905400,59.36,143.24,38.02,100,12,2.17
167,bonavista,CA,1528905401,48.65,-53.11,46.57,82,92,22.97
168,manokwari,ID,1528905401,-0.87,134.08,78.07,100,80,8.1
169,lebu,ET,1528905404,8.96,38.73,55.3,100,92,0.72
170,qostanay,KZ,1528902000,53.17,63.58,59,54,75,6.71
171,victor harbor,AU,1528902000,-35.55,138.62,55.4,82,75,17.22
172,kamenka,RU,1528905405,53.19,44.05,61.6,98,12,9.44
173,cherskiy,RU,1528905405,68.75,161.3,55.21,48,8,3.18
174,kimbe,PG,1528905405,-5.56,150.15,78.43,100,92,6.64
175,guba,PH,1528902000,10.43,123.89,84.2,74,75,8.05
176,inuvik,CA,1528902000,68.36,-133.71,51.8,53,40,3.36
177,jiazi,CN,1528902000,19.61,110.49,82.4,78,20,4.47
178,namatanai,PG,1528905407,-3.66,152.44,78.07,100,76,11.68
179,port elizabeth,US,1528903500,39.31,-74.98,75.2,83,90,9.17
180,chilca,PE,1528903800,-13.22,-72.34,55.4,47,75,3.36
181,tual,ID,1528905408,-5.67,132.75,79.78,100,68,12.12
182,puerto colombia,CO,1528902000,10.99,-74.96,87.8,74,40,6.93
183,muzhi,RU,1528905409,65.4,64.7,55.57,63,0,10.67
184,tabuk,PH,1528905413,17.41,121.44,72.4,86,92,1.83
185,palauig,PH,1528905413,15.44,119.9,74.11,100,92,10.67
186,komsomolskiy,RU,1528905413,67.55,63.78,37.39,84,0,9.22
187,atuona,PF,1528905298,-9.8,-139.03,79.6,100,44,12.91
188,sinnamary,GF,1528905414,5.38,-52.96,75.19,100,92,3.4
189,kavieng,PG,1528905414,-2.57,150.8,78.97,100,92,5.41
190,moron,VE,1528905415,10.49,-68.2,81.67,70,0,3.06
191,fortuna,ES,1528903800,38.18,-1.13,86,64,20,12.75
192,pangnirtung,CA,1528902000,66.15,-65.72,35.6,93,90,4.7
193,paamiut,GL,1528905416,61.99,-49.67,35.32,100,68,12.46
194,juegang,CN,1528905417,32.31,121.18,75.28,76,36,16.6
195,kiama,AU,1528905418,-34.67,150.86,50.44,86,0,6.87
196,yamada,JP,1528902000,36.58,137.08,60.8,72,20,14.99
197,russell,AR,1528902000,-33.01,-68.8,42.8,48,0,3.36
198,port hawkesbury,CA,1528902000,45.62,-61.36,64.4,63,1,16.11
199,naze,NG,1528902000,5.43,7.07,89.6,62,75,9.17
200,namibe,AO,1528905419,-15.19,12.15,74.02,89,0,17.49
201,lodja,CD,1528905419,-3.52,23.6,94.36,20,0,4.97
202,basco,US,1528904100,40.33,-91.2,77,44,1,13.87
203,suleja,NG,1528905420,9.18,7.18,87.34,74,20,2.95
204,tazovskiy,RU,1528905420,67.47,78.7,67.72,60,12,14.81
205,waterloo,CA,1528902000,43.47,-80.52,75.2,78,75,12.75
206,kruisfontein,ZA,1528905421,-34,24.73,75.82,47,0,8.43
207,hithadhoo,MV,1528905421,-0.6,73.08,83.65,100,12,6.42
208,aqtobe,KZ,1528902000,50.28,57.21,71.6,24,0,6.71
209,trinidad,UY,1528902000,-33.52,-56.9,50,76,75,17.22
210,jasper,US,1528904100,33.83,-87.28,78.8,83,12,5.19
211,tempio pausania,IT,1528903800,40.9,9.1,69.8,77,40,11.41
212,kununurra,AU,1528902000,-15.77,128.74,73.4,73,75,5.82
213,zhob,PK,1528905423,31.34,69.45,80.95,10,0,5.64
214,los llanos de aridane,ES,1528903800,28.66,-17.92,73.4,60,20,12.75
215,nohar,IN,1528905423,29.18,74.77,98.5,22,0,9.55
216,sainte-suzanne,CH,1528903800,47.51,6.77,66.2,48,76,10.29
217,crotone,IT,1528901400,39.09,17.12,82.4,42,0,23.04
218,gambela,ET,1528905424,8.25,34.59,68.62,94,92,2.95
219,kavaratti,IN,1528905424,10.57,72.64,81.67,100,80,22.64
220,ust-ilimsk,RU,1528905425,57.96,102.73,60.61,87,12,1.95
221,leo,BF,1528905429,11.1,-2.1,94.72,66,0,4.63
222,totolapan,MX,1528902840,18.99,-98.92,59,77,75,5.82
223,funtua,NG,1528905429,11.52,7.31,90.67,50,44,2.17
224,salalah,OM,1528901400,17.01,54.1,84.2,89,75,10.29
225,burnie,AU,1528905430,-41.05,145.91,51.88,100,92,21.07
226,boulder city,US,1528902900,35.98,-114.83,89.6,11,1,3.51
227,massakory,TD,1528905431,13,15.73,100.21,46,0,6.98
228,arlit,NE,1528905432,18.74,7.39,110.92,14,0,4.74
229,zhigansk,RU,1528905432,66.77,123.37,56.83,56,0,4.97
230,florianopolis,BR,1528902000,-27.6,-48.55,69.8,64,40,3.36
231,lavrentiya,RU,1528905432,65.58,-170.99,35.95,76,0,8.43
232,bluefield,US,1528902900,37.27,-81.22,78.8,78,90,11.41
233,te anau,NZ,1528905433,-45.41,167.72,27.22,80,8,2.84
234,marawi,PH,1528905433,8,124.29,66.73,99,44,2.28
235,amapa,HN,1528905600,15.09,-87.97,84.2,83,75,4.7
236,palmer,AU,1528902000,-34.85,139.16,55.4,82,75,17.22
237,cidreira,BR,1528905434,-30.17,-50.22,51.97,81,0,26.33
238,saint-pierre,FR,1528903800,48.95,4.24,66.2,67,90,12.75
239,aykhal,RU,1528905439,65.95,111.51,62.23,57,32,4.74
240,ondangwa,NA,1528902000,-17.91,15.98,84.2,13,0,2.24
241,pitimbu,BR,1528902000,-7.47,-34.81,84.2,54,40,17.22
242,grandview,US,1528905300,38.89,-94.53,80.6,65,1,10.29
243,williston,US,1528902900,48.15,-103.62,71.6,36,1,8.05
244,maniitsoq,GL,1528905442,65.42,-52.9,36.31,97,68,5.53
245,krasnyy yar,RU,1528905443,50.7,44.73,64.03,86,92,8.21
246,nouadhibou,MR,1528902000,20.93,-17.03,80.6,47,20,14.99
247,buritama,BR,1528905444,-21.07,-50.14,75.1,95,68,6.31
248,longyearbyen,NO,1528901400,78.22,15.63,33.8,86,90,18.34
249,lasa,CY,1528903800,34.92,32.53,80.6,74,20,6.93
250,college,US,1528901880,64.86,-147.8,42.8,75,1,3.36
251,ust-tsilma,RU,1528905445,65.44,52.15,54.4,84,12,3.62
252,saint-augustin,FR,1528903800,44.83,-0.61,69.8,82,64,12.75
253,berlevag,NO,1528901400,70.86,29.09,42.8,70,75,13.87
254,havoysund,NO,1528903200,71,24.66,42.8,87,75,13.87
255,kamina,CD,1528905450,-8.74,25,85,23,0,7.99
256,yaan,NG,1528905450,7.38,8.57,85.9,100,48,7.09
257,makakilo city,US,1528901820,21.35,-158.09,77,83,1,4.7
258,along,IN,1528905450,28.17,94.8,68.89,98,100,1.5
259,vanimo,PG,1528905451,-2.67,141.3,83.65,100,88,4.29
260,hovd,NO,1528903200,63.83,10.7,62.6,48,75,4.7
261,la maddalena,IT,1528903200,39.15,9.02,75.2,57,40,17.22
262,grand gaube,MU,1528902000,-20.01,57.66,75.2,69,75,14.99
263,novoagansk,RU,1528905453,61.94,76.66,67.81,37,20,8.43
264,kearney,US,1528902900,40.7,-99.08,71.6,64,90,14.99
265,geraldton,CA,1528902000,49.72,-86.95,62.6,63,75,8.05
266,castro,CL,1528905454,-42.48,-73.76,39.73,99,0,2.73
267,luganville,VU,1528905455,-15.51,167.18,75.19,100,92,4.85
268,mahebourg,MU,1528902000,-20.41,57.7,75.2,69,75,14.99
269,vostok,RU,1528905455,46.45,135.83,45.04,83,44,1.95
270,esperance,TT,1528902000,10.24,-61.45,80.6,88,75,12.75
271,fare,PF,1528905456,-16.7,-151.02,79.42,100,0,13.91
272,toora-khem,RU,1528905456,52.47,96.11,57.82,83,92,2.84
273,santa rita,VE,1528905458,10.21,-67.56,83.65,64,36,2.73
274,west bay,GB,1528903200,50.71,-2.76,68,77,40,12.75
275,gamba,CN,1528905459,28.28,88.52,32.35,91,92,2.28
276,rudnya,RU,1528905459,50.8,44.56,63.31,88,92,7.65
277,norman wells,CA,1528902000,65.28,-126.83,44.6,65,90,5.82
278,salinas,US,1528904100,36.67,-121.66,60.8,67,1,3.62
279,ugoofaaru,MV,1528905461,5.67,73,82.93,100,80,8.77
280,kiunga,PG,1528905464,-6.12,141.3,74.29,94,88,2.06
281,koumac,NC,1528905465,-20.56,164.28,67.9,96,76,4.07
282,adre,TD,1528905465,13.47,22.2,103.27,16,20,8.66
283,ahtopol,BG,1528903800,42.1,27.94,77,57,0,13.87
284,slantsy,RU,1528905466,59.12,28.09,62.5,55,0,4.18
285,mallaig,GB,1528905466,57.01,-5.83,53.95,99,92,24.09
286,auch,FR,1528903800,43.65,0.59,73.4,56,40,10.29
287,pathein,MM,1528905467,16.78,94.73,76.9,96,92,14.81
288,maceio,BR,1528905600,-9.67,-35.74,75.2,88,75,6.93
289,oloron-sainte-marie,FR,1528903800,43.19,-0.61,68,93,88,11.41
290,isangel,VU,1528905468,-19.55,169.27,74.2,100,68,14.36
291,manglaur,IN,1528905468,29.79,77.88,82.57,64,0,2.39
292,wenling,CN,1528905468,28.38,121.38,74.56,95,92,3.96
293,pak phanang,TH,1528905469,8.35,100.2,85.99,93,48,10.22
294,aksay,RU,1528905469,47.27,39.86,87.43,21,0,3.74
295,baghdad,IQ,1528902000,33.3,44.38,104,14,0,4.7
296,fort nelson,CA,1528902000,58.81,-122.69,41,86,90,9.17
297,fuerte olimpo,BR,1528905470,-21.04,-57.87,60.97,75,92,12.8
298,bandarban,BD,1528902000,22.2,92.22,80.6,94,90,13.87
299,mao,DO,1528902000,19.55,-71.08,89.6,62,40,12.75
300,christchurch,NZ,1528903800,-43.53,172.64,48.2,93,100,8.05
301,goderich,CA,1528905435,43.74,-81.71,68.17,88,32,11.45
302,kizema,RU,1528905476,61.11,44.83,53.86,66,56,18.39
303,quatre cocos,MU,1528902000,-20.21,57.76,75.2,69,75,14.99
304,kalur kot,PK,1528905476,32.16,71.27,91.03,41,44,1.95
305,singaraja,ID,1528905476,-8.11,115.08,66.73,100,64,1.95
306,coquimbo,CL,1528902000,-29.95,-71.34,53.6,62,0,8.05
307,urengoy,RU,1528905477,65.96,78.37,69.25,59,12,12.24
308,yaypan,UZ,1528905477,40.38,70.82,76.54,43,24,3.62
309,seoul,KR,1528902000,37.57,126.98,71.6,68,75,3.36
310,acopiara,BR,1528905477,-6.09,-39.45,83.2,51,0,11.23
311,warrnambool,AU,1528905363,-38.38,142.48,51.43,100,76,17.72
312,phan thiet,VN,1528905478,10.93,108.1,78.61,100,36,10
313,ilebo,CD,1528905478,-4.33,20.59,94.72,22,12,5.19
314,kijang,KR,1528902000,35.24,129.21,68,72,40,13.87
315,krasnogorsk,RU,1528902000,55.82,37.34,69.8,59,75,13.42
316,husavik,CA,1528905479,50.56,-96.99,67.27,72,44,7.31
317,araouane,ML,1528905479,18.9,-3.53,111.46,15,0,5.75
318,tilichiki,RU,1528905480,60.47,166.1,37.93,88,0,2.62
319,bosobolo,CD,1528905481,4.19,19.88,84.19,70,20,6.42
320,villarrobledo,ES,1528905482,39.27,-2.6,76.99,28,0,12.01
321,ribeira grande,PT,1528903800,38.52,-28.7,75.2,83,40,11.41
322,shakawe,BW,1528905485,-18.36,21.84,73.93,23,0,5.19
323,nemuro,JP,1528905486,43.32,145.57,48.64,100,80,17.83
324,miramar,CR,1528902000,10.09,-84.73,80.6,61,0,3.36
325,kerman,IR,1528902000,30.29,57.06,91.4,5,20,13.87
326,davidson,US,1528905600,35.5,-80.85,78.8,65,40,4.7
327,oksfjord,NO,1528903200,70.24,22.35,46.4,65,40,10.29
328,wattegama,LK,1528905487,7.35,80.68,71.41,97,92,5.75
329,inyonga,TZ,1528905487,-6.72,32.06,79.42,32,0,3.18
330,saint george,GR,1528903200,39.45,22.34,80.6,54,40,8.05
331,jabinyanah,TN,1528902000,35.03,10.91,80.6,47,0,13.87
332,siddipet,IN,1528905488,18.1,78.85,84.1,58,56,11.68
333,praia da vitoria,PT,1528902000,38.73,-27.07,75.2,78,40,10.22
334,duluth,US,1528904100,46.77,-92.13,73.4,46,1,8.05
335,oistins,BB,1528902000,13.07,-59.53,86,66,20,25.28
336,san onofre,CO,1528905495,9.74,-75.52,86.44,93,0,5.3
337,avera,US,1528904100,33.19,-82.53,78.8,83,90,3.74
338,alizai,PK,1528905496,33.94,71.55,89.77,30,0,3.29
339,bela,PK,1528905496,26.23,66.31,93.37,29,36,10.33
340,kalas,PK,1528903800,33.49,72.96,98.6,25,0,4.97
341,gisborne,NZ,1528905498,-38.66,178.02,52.6,86,12,10.67
342,yuryevets,RU,1528905498,57.32,43.11,60.7,69,24,15.03
343,bundaberg,AU,1528905498,-24.87,152.35,64.66,100,88,12.01
344,griffith,AU,1528905499,-34.29,146.06,50.62,90,80,8.88
345,raudeberg,NO,1528903200,61.99,5.14,60.8,71,75,11.41
346,rio gallegos,AR,1528902000,-51.62,-69.22,33.8,86,20,5.82
347,antalaha,MG,1528905500,-14.9,50.28,75.01,85,88,14.14
348,houma,CN,1528905500,35.63,111.36,62.32,58,0,2.51
349,verkhoyansk,RU,1528905500,67.55,133.39,56.29,63,0,2.62
350,donskoye,RU,1528902000,45.45,41.98,80.6,30,0,6.71
351,mogadishu,SO,1528905402,2.04,45.34,78.25,100,64,22.08
352,lewistown,US,1528904100,40.39,-90.15,78.8,53,1,12.75
353,leningradskiy,RU,1528905501,69.38,178.42,33.79,88,0,21.74
354,airai,TL,1528905503,-8.93,125.41,68.98,93,76,1.72
355,nantucket,US,1528904100,41.28,-70.1,69.8,77,90,17.22
356,mount gambier,AU,1528905506,-37.83,140.78,49.72,81,92,6.87
357,katobu,ID,1528905506,-4.94,122.53,77.98,100,24,2.62
358,baiyin,CN,1528902000,36.55,104.13,60.8,31,0,4.47
359,jumla,NP,1528905507,29.28,82.18,37.75,95,88,2.51
360,voh,NC,1528905507,-20.95,164.69,71.59,100,8,14.81
361,kamaishi,JP,1528905507,39.28,141.86,53.95,78,0,12.8
362,jurm,AF,1528905508,36.86,70.83,40.09,100,56,1.61
363,la ronge,CA,1528902000,55.1,-105.3,53.6,76,75,8.05
364,paragominas,BR,1528905508,-3,-47.35,91.93,56,20,5.41
365,fairbanks,US,1528901880,64.84,-147.72,42.8,75,1,3.36
366,poum,MK,1528903800,41.28,20.71,78.8,47,40,8.05
367,boyle,IE,1528902000,53.97,-8.3,55.4,100,75,18.34
368,klaksvik,FO,1528903200,62.23,-6.59,48.2,93,92,19.46
369,aleksandro-nevskiy,RU,1528905510,53.48,40.21,74.2,49,0,9.78
370,graham,US,1528905240,36.07,-79.4,75.2,78,75,9.17
371,paraiso,MX,1528901040,24.01,-104.61,66.2,68,75,3.36
372,nishihara,JP,1528902000,35.74,139.53,69.8,68,75,3.36
373,charyshskoye,RU,1528905511,51.4,83.56,69.7,37,8,3.4
374,struer,DK,1528903200,56.48,8.6,60.8,63,8,17.22
375,hualmay,PE,1528905511,-11.1,-77.61,65.02,77,12,3.62
376,ystad,SE,1528903200,55.43,13.82,68,60,75,13.87
377,buin,CL,1528905600,-33.73,-70.74,46.4,65,0,3.36
378,gamboma,CG,1528905516,-1.87,15.88,87.34,64,0,6.53
379,bristol,GB,1528903200,51.45,-2.6,68,77,75,10.29
380,imbituba,BR,1528902000,-28.24,-48.67,69.8,64,40,3.36
381,comrie,GB,1528903200,56.09,-3.58,60.8,72,40,14.99
382,esil,KZ,1528905517,51.96,66.41,60.25,50,0,7.65
383,lompoc,US,1528904100,34.64,-120.46,62.6,63,1,2.51
384,coihaique,CL,1528902000,-45.58,-72.07,33.8,85,80,2.24
385,hamilton,BM,1528901700,32.3,-64.78,77,73,40,10.29
386,hasaki,JP,1528902000,35.73,140.83,64.4,93,75,3.36
387,kajaani,FI,1528903200,64.22,27.73,53.6,52,0,4.7
388,tupik,RU,1528905520,54.43,119.94,51.25,63,0,4.63
389,kloulklubed,PW,1528901700,7.04,134.26,82.4,83,90,9.17
